pin,slack
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_UIREG_3:Y,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/genblk1.b10_dZst39_EF3[5]:CLK,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/genblk1.b10_dZst39_EF3[5]:D,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/genblk1.b10_dZst39_EF3[5]:EN,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/genblk1.b10_dZst39_EF3[5]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[7]:CLK,3950
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[7]:D,1395
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[7]:EN,278
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[7]:Q,3950
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[5]:A,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[5]:B,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[5]:C,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[5]:Y,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKF/b3_P_F_6_1:A,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKF/b3_P_F_6_1:B,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKF/b3_P_F_6_1:C,7466
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKF/b3_P_F_6_1:D,6644
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKF/b3_P_F_6_1:Y,6644
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[3]:A,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[3]:B,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[3]:C,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[3]:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un1_b12_oFTt_v5rb3b4[5]:A,4906
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un1_b12_oFTt_v5rb3b4[5]:B,4869
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un1_b12_oFTt_v5rb3b4[5]:C,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un1_b12_oFTt_v5rb3b4[5]:D,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un1_b12_oFTt_v5rb3b4[5]:Y,4869
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_UIREG_5:A,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_UIREG_5:Y,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[20]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[20]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[20]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[1]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[1]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[1]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[1]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[1]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[1]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[1]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[1]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[1]:Q,
ident_coreinst/comm_block_INST/jtagi/b9_96_cLqgOF6:A,
ident_coreinst/comm_block_INST/jtagi/b9_96_cLqgOF6:B,
ident_coreinst/comm_block_INST/jtagi/b9_96_cLqgOF6:C,
ident_coreinst/comm_block_INST/jtagi/b9_96_cLqgOF6:D,
ident_coreinst/comm_block_INST/jtagi/b9_96_cLqgOF6:Y,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[24]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[24]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[24]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[24]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[24]:SLn,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[20]:A,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[20]:B,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[20]:C,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[20]:Y,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[8]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[8]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[8]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[8]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[6]:CLK,3245
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[6]:D,
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[6]:Q,3245
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[6]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[4]:CLK,3332
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[4]:D,1492
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[4]:Q,3332
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_0:A,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_0:B,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_0:Y,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_27:B,2840
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_27:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_27:IPB,2840
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_27:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_27:IPD,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[4]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[4]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[4]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[4]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[4]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[0]:CLK,3759
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[0]:D,1395
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[0]:EN,278
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[0]:Q,3759
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_3:A,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_3:B,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_3:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[7]:CLK,5831
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[7]:D,9111
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[7]:Q,5831
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[2]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[2]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[2]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[2]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/cmd_r0[2]:CLK,9111
ident_coreinst/IICE_INST/b5_nUTGT/cmd_r0[2]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cmd_r0[2]:Q,9111
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[6]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[6]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[6]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[6]:Q,
ident_coreinst/IICE_INST/mdiclink_reg[0]:CLK,9111
ident_coreinst/IICE_INST/mdiclink_reg[0]:D,9088
ident_coreinst/IICE_INST/mdiclink_reg[0]:Q,9111
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[17]:A,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[17]:B,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[17]:C,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[17]:Y,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs_RNICFF83[1]:A,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs_RNICFF83[1]:Y,
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[0]:CLK,
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[0]:D,9088
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[0]:EN,1362
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[0]:Q,
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[0]:SLn,7930
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[7]:CLK,2777
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[7]:D,9105
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[7]:Q,2777
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[7]:SLn,2952
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_1[7]:A,7576
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_1[7]:B,7521
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_1[7]:C,7433
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_1[7]:D,2259
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_1[7]:Y,2259
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[0]:CLK,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[0]:D,9088
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[0]:EN,1318
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[0]:Q,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[4]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[4]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[4]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[4]:Q,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[12]:A,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[12]:B,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[12]:C,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[12]:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[8]:CLK,2753
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[8]:D,9105
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[8]:Q,2753
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[8]:SLn,2952
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_2_i_1_2:A,2387
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_2_i_1_2:B,5579
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_2_i_1_2:C,537
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_2_i_1_2:D,1248
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_2_i_1_2:Y,537
clkDiv/un1_counter_1_cry_11:B,
clkDiv/un1_counter_1_cry_11:CC,
clkDiv/un1_counter_1_cry_11:P,
clkDiv/un1_counter_1_cry_11:S,
clkDiv/un1_counter_1_cry_11:Y3,
clkDiv/un1_counter_1_cry_11:Y3A,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH95_0_a4:A,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH95_0_a4:B,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH95_0_a4:C,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH95_0_a4:Y,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/genblk1.b10_dZst39_EF3[2]:CLK,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/genblk1.b10_dZst39_EF3[2]:D,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/genblk1.b10_dZst39_EF3[2]:EN,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/genblk1.b10_dZst39_EF3[2]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[22]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[22]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[22]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[22]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM_RNO[1]:A,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM_RNO[1]:B,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM_RNO[1]:C,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM_RNO[1]:Y,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[4]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[4]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[4]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[4]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[4]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_13:B,2777
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_13:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_13:IPB,2777
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_13:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_13:IPD,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[1]:CLK,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[1]:D,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[1]:EN,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[1]:Q,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_2_UIREG_1:A,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_2_UIREG_1:Y,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[3]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[3]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[3]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[3]:Q,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_UIREG_4:A,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_UIREG_4:Y,
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1_2_i_a2_0:A,
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1_2_i_a2_0:B,
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1_2_i_a2_0:C,
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1_2_i_a2_0:D,
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1_2_i_a2_0:Y,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[10]:A,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[10]:B,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[10]:C,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[10]:Y,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[12]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[12]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[12]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[12]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b7_obT_wvW:A,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b7_obT_wvW:B,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b7_obT_wvW:Y,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/dst_req:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/dst_req:D,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/dst_req:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/dst_req:SLn,
clkDiv/counter[4]:CLK,
clkDiv/counter[4]:D,
clkDiv/counter[4]:Q,
I_1/U0_RGB1:A,
I_1/U0_RGB1:Y,
clkDiv/counter6:A,
clkDiv/counter6:B,
clkDiv/counter6:C,
clkDiv/counter6:D,
clkDiv/counter6:Y,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNI2J45L3[4]:B,7932
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNI2J45L3[4]:CC,1040
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNI2J45L3[4]:P,7932
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNI2J45L3[4]:S,1040
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNI2J45L3[4]:Y3,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNI2J45L3[4]:Y3A,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/dst_req:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/dst_req:D,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/dst_req:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/dst_req:SLn,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[7]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[7]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[7]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[7]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[7]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[4]:B,7088
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[4]:CC,7060
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[4]:P,7088
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[4]:S,7060
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[4]:Y3,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[4]:Y3A,
clkDiv/counter6_11:A,
clkDiv/counter6_11:B,
clkDiv/counter6_11:C,
clkDiv/counter6_11:D,
clkDiv/counter6_11:Y,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_8:Y,
clk_ccc/PF_CCC_C0_0/clkint_0/U0:A,
clk_ccc/PF_CCC_C0_0/clkint_0/U0:Y,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[3]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[3]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[3]:Q,
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_s_9:B,
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_s_9:CC,
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_s_9:P,
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_s_9:S,
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_s_9:Y3,
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_s_9:Y3A,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[2]:CLK,6555
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[2]:D,7557
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[2]:Q,6555
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[2]:SLn,638
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[10]:A,8341
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[10]:B,8281
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[10]:C,7449
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[10]:D,2237
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[10]:Y,2237
ident_coreinst/IICE_INST/b5_nUTGT/cmd_r0[4]:CLK,9111
ident_coreinst/IICE_INST/b5_nUTGT/cmd_r0[4]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cmd_r0[4]:Q,9111
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_UDRCAP:A,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_UDRCAP:Y,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNO[9]:B,8191
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNO[9]:CC,1009
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNO[9]:P,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNO[9]:S,1009
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNO[9]:Y3,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNO[9]:Y3A,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[16]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[16]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[16]:Q,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNID1M0H_1:A,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNID1M0H_1:B,2286
